VIN,Mileage,Oil Life,Average MPG,Brake Fluid Level,Brake Fluid Pressure,Oil Pressure
2G1378S30G9213757,28702,91,30,Full,Good,Good
1HAS4AKC3GR350630,19630,94,34,Full,Good,Good
2G1145S30G9967697,20114,97,25,Full,Good,Good
1FAHP2F36GG670936,25172,44,33,Full,Good,Good
2G1355S30G9491614,6053,69,25,Full,Good,Good
1HAS4AKC3GR948554,28477,66,35,Full,Good,Good
1GKS2AKC3GR228626,21311,70,21,Full,Good,Good
2G1355S30G9249061,10757,59,33,Full,Good,Good
1HAS4AKC3GR952450,12693,98,30,Full,Good,Good
1GKS2AKC3GR247124,11458,33,31,Full,Good,Good
1FAHP2F85GG423306,17536,48,23,Full,Good,Good
1FAHP1F85GG168609,20589,95,36,Full,Good,Good
1FAHP2F36GG673076,7486,47,32,Full,Good,Good
1HAS4AKC3GR509940,7491,49,26,Full,Good,Good
1FAHP2F36GG964051,12651,47,36,Full,Good,Good
1FAHP1F85GG566450,14514,76,24,Full,Good,Good
2G1355S30G9196906,14504,59,26,Full,Good,Good
2G1378S30G9849430,18966,41,29,Full,Good,Good
1HAS4AKC3GR995726,8624,90,36,Full,Good,Good
2G1355S30G9543996,21355,30,29,Full,Good,Good
2G1355S30G9261190,18605,92,33,Full,Good,Good
1GKS2AKC3GR678791,22974,44,20,Full,Good,Good
1FAHP2F36GG250042,24228,39,31,Full,Good,Good
1FAHP2F85GG210970,27668,35,35,Full,Good,Good
2G1355S30G9863935,26341,40,33,Full,Good,Good
2G1145S30G9535366,28507,47,24,Full,Good,Acceptable
1FAHP2F36GG547163,17025,63,20,Full,Good,Good
2G1145S30G9250886,28494,64,26,Full,Good,Good
1FAHP2F85GG601433,26794,75,30,Full,Good,Good
2G1355S30G9477282,17641,65,36,Full,Good,Good
2G1378S30G9563918,29524,72,31,Full,Good,Good
1FAHP1F85GG526622,10900,35,31,Full,Good,Good
2G1145S30G9810504,21754,65,34,Full,Good,Good
1FAHP1F85GG256882,18404,80,34,Full,Good,Good
1FAHP2F85GG126021,7054,49,24,Full,Good,Good
1FAHP2F85GG978153,18025,68,30,Full,Good,Good
1HAS4AKC3GR663859,28700,76,31,Full,Good,Good
1HAS4AKC3GR478568,13445,58,30,Full,Good,Good
2G1378S30G9633900,21988,86,29,Full,Good,Good
1HAS4AKC3GR861767,7055,63,23,Full,Good,Good
2G1378S30G9440068,29094,90,34,Full,Good,Good
1FAHP2F36GG253190,29321,64,30,Full,Good,Good
1GKS2AKC3GR331026,27308,54,33,Full,Good,Good
1FAHP2F36GG535062,22933,62,30,Full,Good,Good
1HAS4AKC3GR125463,25300,37,30,Full,Good,Good
1FAHP1F85GG911623,19274,53,28,Full,Good,Good
2G1355S30G9144964,14432,51,28,Full,Good,Good
1HAS4AKC3GR632791,6555,66,24,Full,Good,Good
2G1378S30G9465758,22503,95,31,Full,Good,Good
2G1355S30G9741829,11344,67,30,Full,Good,Good
1FAHP2F85GG940423,15815,90,26,Full,Good,Good
1HAS4AKC3GR897067,7157,54,28,Full,Good,Good
1HAS4AKC3GR762905,16758,78,26,Full,Good,Good
1FAHP2F85GG949356,9542,68,28,Full,Good,Good
1FAHP1F85GG419870,13513,38,32,Full,Good,Good
2G1378S30G9385957,8880,35,27,Full,Good,Good
2G1378S30G9674142,13097,67,30,Full,Good,Good
1GKS2AKC3GR344217,16455,59,24,Full,Good,Good
1FAHP2F85GG502841,15136,44,31,Full,Good,Good
2G1378S30G9946794,25854,44,27,Full,Good,Good
1HAS4AKC3GR642148,26077,85,20,Full,Good,Good
1FAHP1F85GG478243,19107,50,20,Full,Good,Good
1GKS2AKC3GR683739,16883,72,25,Full,Good,Good
1FAHP2F85GG658415,8589,40,20,Full,Good,Good
2G1145S30G9810559,13224,94,34,Full,Good,Good
2G1378S30G9131982,9463,49,21,Full,Good,Good
2G1145S30G9730940,14444,75,20,Full,Good,Good
2G1355S30G9230299,18627,53,21,Full,Good,Good
2G1145S30G9315521,10143,43,30,Full,Good,Good
1FAHP1F85GG979094,9768,69,25,Full,Good,Good
2G1145S30G9248515,6899,61,28,Full,Good,Good
1GKS2AKC3GR163729,13914,85,34,Full,Good,Good
1GKS2AKC3GR564543,17011,90,24,Full,Good,Good
2G1145S30G9201300,8386,74,22,Full,Good,Good
1FAHP2F85GG217337,28723,51,25,Full,Good,Good
1GKS2AKC3GR363111,27337,74,24,Full,Good,Good
2G1145S30G9305596,10639,37,26,Full,Good,Good
1GKS2AKC3GR303520,15112,37,24,Full,Good,Good
1GKS2AKC3GR185688,25422,94,23,Full,Good,Acceptable
1FAHP2F85GG847375,18156,42,23,Full,Good,Good
1FAHP2F36GG672943,26170,60,27,Full,Good,Good
1FAHP2F36GG327275,24812,95,25,Full,Good,Good
1FAHP1F85GG394421,27952,41,28,Acceptable,Good,Good
1FAHP2F85GG567104,10890,59,28,Full,Good,Good
2G1355S30G9194225,28202,67,35,Full,Good,Good
1FAHP2F85GG852326,26554,43,33,Full,Good,Good
1FAHP1F85GG824626,13229,53,31,Full,Good,Good
1HAS4AKC3GR403228,16024,25,33,Full,Good,Good
2G1145S30G9339091,7872,95,31,Full,Good,Good
1FAHP1F85GG894964,20563,66,33,Full,Good,Good
1HAS4AKC3GR458257,13233,99,23,Full,Good,Good
1FAHP2F36GG713231,11915,51,34,Full,Good,Good
2G1355S30G9664366,7515,75,34,Full,Good,Good
2G1378S30G9865479,28757,74,21,Full,Good,Good
1HAS4AKC3GR418244,16212,50,27,Full,Good,Good
1FAHP2F85GG646482,7158,80,24,Full,Good,Good
1HAS4AKC3GR715406,12282,75,21,Full,Good,Good
1GKS2AKC3GR248407,10875,34,23,Full,Good,Good
1FAHP2F85GG404840,23741,58,34,Full,Good,Good
1GKS2AKC3GR728738,17130,84,22,Full,Good,Good
1FAHP2F85GG384797,14671,53,20,Full,Good,Good
1FAHP2F36GG965052,19096,66,25,Full,Good,Good
1FAHP1F85GG692511,25653,76,30,Full,Good,Good
1FAHP1F85GG710299,23764,68,22,Full,Good,Good
1FAHP2F36GG896895,9026,81,28,Full,Good,Good
1FAHP2F85GG932791,21643,71,36,Full,Good,Good
2G1145S30G9233187,9751,98,25,Full,Good,Good
1FAHP1F85GG114441,19796,32,25,Full,Good,Good
1GKS2AKC3GR918404,18782,48,34,Full,Good,Good
2G1355S30G9545458,22941,88,35,Full,Good,Good
1FAHP2F85GG122795,23723,53,32,Full,Good,Good
1HAS4AKC3GR624266,26094,83,27,Full,Good,Good
2G1145S30G9725224,8259,69,25,Full,Good,Good
1FAHP2F85GG345479,20638,32,24,Full,Good,Good
2G1145S30G9440410,29365,65,34,Full,Good,Good
1FAHP1F85GG269180,25350,35,28,Full,Good,Good
2G1378S30G9638168,29150,40,33,Full,Good,Good
1FAHP1F85GG557677,27191,31,29,Full,Good,Good
2G1378S30G9501090,14501,40,23,Full,Good,Good
1FAHP2F85GG588574,22433,50,21,Full,Good,Good
1FAHP1F85GG819778,20866,75,22,Full,Good,Good
1HAS4AKC3GR796917,7344,84,23,Full,Good,Good
1HAS4AKC3GR532203,25358,41,25,Full,Good,Good
2G1378S30G9559197,10317,95,34,Full,Good,Good
1HAS4AKC3GR513376,17715,86,32,Full,Good,Good
1GKS2AKC3GR837557,15259,91,25,Full,Good,Good
1GKS2AKC3GR737005,17294,81,22,Full,Good,Good
1HAS4AKC3GR737062,6165,65,34,Full,Good,Good
2G1355S30G9914719,15223,31,33,Full,Good,Good
2G1378S30G9301302,28574,98,24,Full,Good,Good
1HAS4AKC3GR950006,29409,30,24,Full,Good,Good
1FAHP2F36GG986501,20070,90,35,Full,Good,Good
1FAHP2F36GG962361,7678,70,28,Full,Good,Good
1HAS4AKC3GR564246,13217,82,22,Full,Acceptable,Good
2G1145S30G9918827,13469,35,33,Full,Good,Good
1GKS2AKC3GR932107,6775,86,21,Full,Good,Good
1GKS2AKC3GR611020,10490,74,36,Full,Good,Good
2G1378S30G9612017,11120,78,23,Acceptable,Good,Good
2G1355S30G9915491,21634,65,26,Full,Good,Good
1FAHP2F85GG341329,15824,43,24,Full,Good,Good
1FAHP1F85GG310244,29417,86,33,Full,Good,Good
1GKS2AKC3GR295856,27103,39,26,Full,Good,Good
2G1378S30G9570710,26423,56,20,Full,Good,Good
2G1378S30G9492045,20275,78,31,Full,Good,Good
1FAHP2F85GG535341,28706,43,33,Full,Good,Good
1FAHP2F85GG992193,22716,40,30,Full,Good,Good
1FAHP2F85GG430311,22773,54,26,Full,Good,Good
1FAHP2F85GG763725,13379,48,36,Full,Good,Good
2G1355S30G9388912,18811,31,36,Full,Good,Good
1FAHP2F85GG692953,8750,66,23,Full,Good,Good
1FAHP1F85GG733261,13838,62,24,Full,Good,Good
1FAHP2F36GG206175,26377,39,33,Full,Good,Good
1FAHP2F36GG219411,27586,74,28,Full,Good,Good
1FAHP1F85GG818708,11275,96,34,Full,Good,Good
2G1145S30G9510824,10240,6,33,Full,Good,Good
1HAS4AKC3GR897038,9155,67,22,Full,Good,Good
2G1145S30G9507121,23387,66,21,Full,Good,Good
1FAHP2F36GG776501,22798,84,27,Full,Good,Good
2G1355S30G9956206,26437,74,29,Full,Good,Good
1FAHP2F36GG894909,15361,91,26,Full,Good,Good
1FAHP1F85GG214936,13549,92,30,Full,Good,Good
2G1355S30G9598366,29837,27,29,Full,Good,Good
2G1145S30G9510721,26157,48,21,Full,Good,Good
1HAS4AKC3GR373802,15384,55,22,Full,Good,Good
1FAHP2F85GG803864,9824,62,32,Full,Good,Good
2G1145S30G9237121,24826,86,30,Full,Good,Good
2G1355S30G9421247,21791,54,23,Full,Good,Good
1FAHP2F85GG404810,22733,60,21,Full,Good,Good
2G1355S30G9971013,11982,86,28,Full,Good,Good
1HAS4AKC3GR999624,10852,39,27,Full,Good,Good
1HAS4AKC3GR993917,17168,96,33,Full,Good,Good
1FAHP2F36GG520873,6363,33,31,Full,Good,Good
2G1145S30G9247231,22031,49,33,Full,Good,Good
1HAS4AKC3GR889616,22729,70,26,Full,Good,Good
2G1145S30G9633190,21917,58,23,Full,Good,Good
2G1355S30G9310038,18512,36,26,Full,Good,Good
1FAHP2F36GG782263,22819,78,24,Full,Good,Good
1FAHP2F36GG601852,25152,47,24,Full,Good,Good
2G1378S30G9454377,23678,77,21,Full,Good,Good
2G1378S30G9243990,13911,98,27,Full,Good,Good
1GKS2AKC3GR790044,23669,82,20,Full,Good,Good
1FAHP1F85GG934186,20315,81,34,Full,Good,Good
1GKS2AKC3GR744569,23429,36,26,Full,Good,Good
2G1355S30G9356802,12470,52,29,Full,Good,Good
1FAHP2F85GG313348,25381,38,32,Full,Good,Good
1FAHP2F85GG798819,22115,83,33,Full,Good,Good
1HAS4AKC3GR507653,12628,80,27,Full,Good,Good
1FAHP2F36GG632303,16487,71,23,Full,Good,Good
1GKS2AKC3GR240590,17524,84,29,Full,Good,Good
1GKS2AKC3GR313289,11956,48,24,Full,Good,Good
1FAHP1F85GG548562,9378,47,24,Full,Good,Good
2G1355S30G9706172,14353,61,27,Full,Good,Good
1FAHP1F85GG901589,16730,88,28,Full,Good,Good
1FAHP2F85GG605445,16738,90,34,Full,Good,Good
1GKS2AKC3GR823528,23208,76,21,Full,Good,Good
1FAHP2F85GG616846,17276,52,33,Full,Good,Good
1HAS4AKC3GR745874,19065,91,31,Acceptable,Good,Good
1HAS4AKC3GR910767,8712,36,27,Full,Good,Good
1HAS4AKC3GR513834,12813,83,30,Full,Good,Good
1FAHP2F85GG131403,19931,61,20,Full,Good,Good
1FAHP1F85GG458531,20135,85,34,Full,Good,Good
2G1378S30G9694318,16680,78,30,Full,Good,Good
2G1378S30G9211544,16256,77,26,Full,Good,Good
1FAHP1F85GG628762,6878,33,31,Full,Good,Good
2G1378S30G9909416,8713,86,23,Full,Good,Good
1FAHP2F36GG936770,10718,50,32,Full,Good,Good
1HAS4AKC3GR327964,25370,49,28,Full,Good,Good
1FAHP2F36GG766324,8585,72,26,Full,Good,Good
1HAS4AKC3GR645662,15396,90,31,Full,Low,Good
1FAHP2F85GG821340,13259,80,34,Full,Good,Good
2G1355S30G9306216,17135,30,35,Full,Good,Good
1GKS2AKC3GR120006,27461,80,29,Full,Good,Good
2G1145S30G9226747,25609,93,23,Full,Good,Good
2G1145S30G9342145,29946,99,21,Full,Good,Good
1GKS2AKC3GR624639,12881,71,27,Full,Good,Good
2G1145S30G9431637,19721,59,27,Full,Good,Good
2G1378S30G9964210,25899,49,24,Full,Good,Good
1FAHP2F36GG353197,8934,37,28,Full,Good,Good
1HAS4AKC3GR291495,13559,70,29,Full,Good,Good
2G1355S30G9731992,6937,77,22,Full,Good,Acceptable
1HAS4AKC3GR931762,15728,63,24,Full,Good,Good
2G1355S30G9550714,14110,42,36,Full,Good,Good
2G1378S30G9870289,23095,91,36,Full,Good,Good
1FAHP1F85GG766330,18451,84,27,Full,Good,Good
2G1355S30G9541531,20117,74,30,Full,Good,Good
2G1145S30G9814915,7348,46,31,Full,Good,Good
2G1355S30G9530881,24939,40,32,Full,Good,Good
2G1378S30G9724137,15931,32,24,Full,Good,Good
1HAS4AKC3GR460279,11879,91,31,Full,Good,Good
2G1145S30G9983086,7541,79,22,Full,Good,Good
2G1355S30G9142497,25079,97,33,Full,Good,Good
2G1378S30G9310318,27510,56,34,Full,Good,Good
1FAHP2F85GG263677,29117,81,25,Full,Good,Good
1GKS2AKC3GR772306,8392,71,32,Full,Good,Good
1HAS4AKC3GR621526,24281,71,23,Full,Good,Good
2G1355S30G9800336,17701,59,30,Full,Good,Good
1FAHP2F85GG603959,9157,79,22,Full,Good,Good
2G1355S30G9814394,28559,70,33,Full,Good,Good
1FAHP2F36GG874672,28706,58,33,Full,Good,Good
1FAHP2F36GG776236,23682,47,26,Full,Good,Good
1GKS2AKC3GR114499,24045,94,33,Full,Good,Good
1GKS2AKC3GR433873,10608,17,33,Full,Good,Good
1FAHP1F85GG818479,18722,87,25,Full,Good,Good
1HAS4AKC3GR855019,23925,98,20,Full,Good,Good
1FAHP2F36GG426333,17721,45,26,Full,Good,Good
2G1355S30G9455995,25742,46,22,Full,Good,Good
1FAHP1F85GG701513,10136,60,23,Full,Good,Good
2G1378S30G9883607,21991,34,33,Full,Good,Good
1FAHP2F36GG189691,25472,79,26,Full,Good,Good
2G1378S30G9568128,9999,97,33,Full,Good,Good
2G1355S30G9675593,20030,95,25,Full,Good,Good
2G1145S30G9264558,14093,72,33,Full,Good,Good
2G1145S30G9838365,13733,62,24,Full,Good,Good
2G1145S30G9286197,7436,96,36,Full,Good,Good
1FAHP1F85GG564470,14022,48,27,Full,Good,Good
1HAS4AKC3GR137843,25996,69,24,Full,Good,Good
1FAHP1F85GG885507,11046,9,25,Full,Good,Good
1FAHP2F36GG234943,18698,66,25,Full,Good,Good
2G1145S30G9827942,10718,57,27,Full,Good,Good
2G1355S30G9973053,9312,85,29,Full,Good,Good
1GKS2AKC3GR685903,16239,85,33,Full,Good,Good
1FAHP2F85GG774409,20452,50,25,Full,Good,Good
2G1355S30G9112704,9639,94,23,Full,Good,Good
1GKS2AKC3GR326796,6459,73,34,Full,Good,Good
1FAHP2F85GG480367,15705,94,22,Full,Good,Good
1FAHP1F85GG484362,29662,55,23,Full,Good,Good
2G1378S30G9138407,9437,32,23,Full,Good,Good
2G1378S30G9970622,17076,71,27,Full,Good,Good
1FAHP2F36GG276801,17330,82,28,Full,Good,Good
2G1378S30G9319538,8402,86,20,Full,Good,Good
1FAHP1F85GG114460,18558,86,23,Full,Good,Good
1FAHP2F36GG638174,17018,72,21,Full,Good,Good
1HAS4AKC3GR962196,26713,40,29,Full,Good,Good
1FAHP2F85GG628273,15168,84,27,Full,Good,Good
2G1145S30G9477549,9376,99,23,Full,Good,Good
2G1378S30G9741478,26265,37,21,Full,Good,Good
2G1378S30G9938502,19904,47,27,Full,Good,Good
1GKS2AKC3GR660444,23597,65,33,Full,Good,Good
2G1378S30G9720516,9860,99,29,Full,Good,Good
2G1145S30G9402868,25778,90,31,Full,Good,Good
2G1355S30G9125348,20020,99,32,Full,Good,Good
1HAS4AKC3GR492179,16586,60,31,Full,Good,Acceptable
2G1145S30G9142474,21211,79,26,Full,Good,Good
1GKS2AKC3GR342042,16767,49,32,Full,Good,Good
2G1145S30G9630752,15306,69,29,Full,Good,Good
1FAHP2F85GG718925,17473,48,22,Full,Good,Good
2G1145S30G9637311,28547,42,31,Full,Good,Good
1GKS2AKC3GR399167,22216,70,29,Full,Good,Good
2G1145S30G9553890,15763,75,24,Full,Good,Good
2G1378S30G9985244,12625,79,20,Full,Good,Good
1FAHP1F85GG749658,14770,91,34,Full,Good,Good
1HAS4AKC3GR290302,13637,33,25,Full,Good,Good
1FAHP2F85GG467844,24895,51,26,Full,Good,Good
1GKS2AKC3GR125068,21758,92,34,Full,Good,Good
2G1355S30G9880474,15577,43,35,Full,Good,Good
2G1355S30G9288971,11211,89,30,Full,Good,Good
1FAHP2F85GG242110,13864,42,31,Full,Good,Good
1HAS4AKC3GR475275,29914,42,23,Full,Good,Good
1FAHP2F85GG702776,27831,71,36,Full,Good,Good
1HAS4AKC3GR270621,12059,94,27,Full,Good,Good
2G1145S30G9618135,24833,94,32,Full,Good,Good
2G1378S30G9151651,15849,54,27,Full,Good,Good
2G1355S30G9856775,14986,32,28,Full,Good,Good
2G1378S30G9845530,13310,52,25,Full,Good,Good
1FAHP2F36GG742815,15561,37,25,Full,Good,Good
2G1145S30G9392641,15789,97,30,Full,Good,Good
2G1355S30G9562283,29544,96,28,Full,Good,Good
2G1145S30G9376314,16258,89,36,Full,Good,Good
1GKS2AKC3GR971171,22758,75,27,Full,Good,Good
1FAHP2F85GG563079,8662,85,33,Full,Good,Good
1FAHP2F36GG674178,20289,65,35,Full,Good,Good
2G1378S30G9201566,9943,30,34,Full,Good,Good
2G1355S30G9270562,20204,68,33,Full,Good,Good
1GKS2AKC3GR713124,25951,56,32,Full,Good,Good
2G1378S30G9809379,7447,80,28,Full,Good,Good
1FAHP2F85GG257927,23420,83,21,Full,Good,Good
1FAHP2F85GG362006,11021,45,28,Full,Good,Good
2G1145S30G9747658,8572,81,26,Full,Good,Good
1FAHP1F85GG680712,28950,36,28,Full,Good,Good
1FAHP2F36GG176769,12370,50,35,Full,Good,Good
1FAHP1F85GG151549,26055,43,25,Full,Good,Good
1FAHP1F85GG275784,26249,64,30,Full,Good,Good
2G1378S30G9833589,17816,42,26,Full,Good,Good
1FAHP1F85GG874466,9861,86,33,Full,Good,Good
2G1355S30G9566789,6707,73,23,Full,Good,Good
1GKS2AKC3GR920839,16333,59,29,Full,Good,Good
1FAHP2F36GG941416,7498,86,29,Full,Good,Good
1GKS2AKC3GR803397,8561,38,31,Full,Good,Good
1FAHP2F36GG630378,29308,43,34,Full,Good,Good
2G1145S30G9819977,10894,54,30,Full,Good,Good
1GKS2AKC3GR263567,21473,36,33,Full,Good,Good
1GKS2AKC3GR979110,25338,75,20,Full,Good,Good
2G1145S30G9345549,12243,83,24,Full,Good,Good
1GKS2AKC3GR739084,14956,68,27,Full,Good,Good
2G1355S30G9261133,11459,64,27,Full,Good,Good
1HAS4AKC3GR847874,28804,98,33,Full,Good,Good
2G1145S30G9833564,12354,84,33,Full,Good,Good
1GKS2AKC3GR197149,20667,61,34,Full,Good,Good
1FAHP2F36GG180832,21361,36,23,Full,Good,Good
2G1145S30G9406262,14370,82,30,Full,Good,Good
2G1378S30G9966627,6821,73,29,Full,Good,Good
2G1145S30G9312955,16033,76,20,Full,Good,Good
2G1355S30G9825052,25315,99,35,Full,Good,Acceptable
1FAHP1F85GG270190,10724,32,24,Full,Good,Good
2G1145S30G9830310,7472,77,22,Full,Good,Good
1FAHP1F85GG175779,21025,61,31,Full,Good,Good
2G1145S30G9849252,26274,48,21,Full,Good,Good
1GKS2AKC3GR858613,19182,44,36,Full,Good,Good
2G1378S30G9302720,16049,39,31,Full,Good,Good
2G1355S30G9343183,6034,32,32,Full,Good,Good
1FAHP1F85GG375760,13337,66,21,Full,Good,Good
2G1355S30G9606969,6993,67,25,Full,Good,Good
1HAS4AKC3GR835129,9993,84,25,Full,Good,Good
2G1145S30G9506453,19104,67,30,Full,Good,Good
1GKS2AKC3GR156475,12443,42,20,Full,Good,Good
2G1145S30G9855145,17584,50,31,Full,Good,Good
2G1145S30G9593689,12336,83,21,Full,Good,Good
2G1355S30G9550282,24811,42,34,Full,Good,Good
1HAS4AKC3GR786689,21134,65,20,Full,Good,Good
1FAHP2F36GG258278,24639,83,35,Full,Good,Good
2G1145S30G9210649,13421,36,21,Full,Good,Good
1GKS2AKC3GR858697,14334,30,20,Full,Good,Good
2G1355S30G9136994,25917,78,24,Full,Good,Good
1HAS4AKC3GR477340,9818,40,21,Full,Good,Good
2G1145S30G9971013,21051,56,20,Full,Good,Good
2G1145S30G9143332,8632,62,21,Full,Good,Good
1HAS4AKC3GR830246,18274,94,22,Full,Good,Good
1GKS2AKC3GR630385,27372,40,31,Full,Good,Good
1FAHP2F85GG153890,21816,61,36,Full,Good,Good
2G1355S30G9151828,15959,77,20,Full,Good,Good
1HAS4AKC3GR909892,15149,47,30,Full,Good,Good
2G1378S30G9137562,11676,88,29,Full,Good,Good
1FAHP1F85GG794574,13723,92,26,Full,Good,Good
1HAS4AKC3GR645463,29346,67,30,Full,Good,Good
2G1145S30G9728571,16321,71,32,Full,Good,Good
2G1145S30G9673911,19040,35,36,Full,Good,Good
1FAHP2F85GG223168,8165,77,36,Full,Good,Good
1HAS4AKC3GR458597,24781,77,35,Full,Good,Good
1GKS2AKC3GR719882,17793,68,28,Full,Good,Good
1FAHP1F85GG261266,24318,91,21,Full,Good,Good
2G1355S30G9284691,11576,46,29,Full,Good,Good
1GKS2AKC3GR586201,19136,66,33,Full,Good,Good
1HAS4AKC3GR868271,16142,30,23,Full,Good,Good
1FAHP2F36GG132178,6675,79,29,Full,Good,Good
1FAHP2F36GG816850,7550,70,31,Full,Good,Good
2G1378S30G9257275,20243,36,36,Full,Good,Good
1FAHP1F85GG700118,13267,54,25,Full,Good,Good
1FAHP1F85GG261641,6677,90,33,Full,Good,Good
2G1378S30G9912763,23594,70,20,Full,Good,Good
2G1355S30G9395470,26678,51,31,Full,Good,Good
1FAHP1F85GG147296,18188,42,25,Full,Good,Good
1HAS4AKC3GR830096,24725,89,36,Full,Good,Good
2G1355S30G9438796,17149,60,29,Full,Good,Acceptable
1FAHP2F36GG180036,6749,71,23,Full,Good,Good
1FAHP1F85GG652656,18336,77,31,Full,Good,Good
2G1355S30G9976392,22232,75,23,Full,Good,Good
1FAHP2F36GG668240,9995,41,21,Full,Good,Good
2G1355S30G9160161,19052,90,29,Full,Good,Good
2G1355S30G9692205,15150,87,33,Full,Good,Good
1FAHP2F36GG604040,25844,99,31,Full,Good,Good
1GKS2AKC3GR863700,8255,74,22,Full,Good,Good
1FAHP2F36GG305486,24228,43,20,Full,Good,Good
1FAHP2F36GG268563,28620,64,23,Full,Good,Good
1FAHP2F85GG955316,12805,34,35,Full,Good,Good
1HAS4AKC3GR365946,22550,50,25,Full,Good,Good
1FAHP2F36GG825844,22922,37,34,Full,Good,Good
2G1355S30G9974728,19468,88,28,Full,Good,Good
2G1355S30G9933339,24440,53,21,Full,Good,Good
2G1145S30G9905155,15643,36,22,Full,Good,Good
1FAHP1F85GG759010,26266,47,33,Full,Good,Good
1HAS4AKC3GR946297,20910,81,22,Full,Good,Good
1GKS2AKC3GR165578,25392,59,34,Full,Good,Good
1FAHP2F36GG118126,18230,57,24,Full,Good,Good
1FAHP2F36GG587696,10253,82,27,Full,Good,Acceptable
1HAS4AKC3GR254430,8505,63,26,Full,Good,Good
2G1145S30G9346636,11854,72,31,Full,Good,Good
1HAS4AKC3GR285252,10522,70,26,Full,Good,Good
1HAS4AKC3GR359472,14549,97,31,Full,Good,Good
1HAS4AKC3GR864872,21260,89,29,Full,Good,Good
1FAHP2F85GG912800,26996,92,31,Full,Good,Good
1FAHP2F85GG281079,23659,95,25,Full,Good,Good
1HAS4AKC3GR959867,29348,51,27,Full,Good,Good
1HAS4AKC3GR707776,13977,61,23,Full,Good,Good
2G1355S30G9261434,12273,41,20,Full,Good,Good
1FAHP1F85GG669067,25985,48,34,Full,Good,Good
2G1355S30G9309184,6239,34,25,Full,Good,Good
2G1145S30G9438273,16970,66,29,Full,Good,Good
1FAHP1F85GG499072,6874,65,32,Full,Good,Good
1FAHP2F36GG674876,13097,89,21,Full,Good,Good
1FAHP1F85GG596720,16785,38,30,Full,Good,Good
2G1355S30G9681470,19610,59,23,Full,Good,Good
1HAS4AKC3GR377673,9864,16,27,Full,Good,Good
1FAHP2F85GG845717,19271,50,24,Full,Good,Good
1FAHP2F36GG767755,29947,98,31,Full,Good,Acceptable
1HAS4AKC3GR976491,24568,72,24,Full,Good,Good
1FAHP1F85GG484261,24249,56,23,Full,Good,Good
2G1355S30G9260726,7586,47,28,Full,Good,Good
1HAS4AKC3GR827611,16842,34,31,Full,Good,Good
1HAS4AKC3GR546549,24205,95,32,Full,Good,Good
2G1378S30G9451066,18262,56,23,Full,Good,Good
2G1355S30G9936214,22206,81,23,Full,Good,Good
1FAHP2F85GG323159,27047,64,34,Full,Good,Good
1FAHP1F85GG762255,6815,97,28,Full,Good,Good
1FAHP1F85GG958579,19467,36,21,Full,Good,Good
1HAS4AKC3GR562546,11053,46,32,Full,Good,Good
2G1355S30G9138195,29864,63,33,Full,Acceptable,Good
1FAHP1F85GG176523,9756,88,32,Full,Good,Good
2G1145S30G9782380,6993,99,24,Full,Good,Good
2G1355S30G9210960,28865,85,33,Full,Good,Good
1GKS2AKC3GR890833,9174,72,35,Full,Good,Good
1FAHP2F85GG492303,20799,63,36,Full,Good,Good
2G1378S30G9147468,18406,72,29,Full,Good,Good
1HAS4AKC3GR833480,18712,89,21,Full,Good,Good
1FAHP1F85GG911580,26706,86,23,Full,Good,Good
2G1378S30G9934595,23618,84,27,Full,Good,Good
1GKS2AKC3GR925590,21524,84,33,Full,Good,Good
1FAHP2F85GG193221,29170,78,20,Full,Good,Good
1FAHP1F85GG343792,9561,68,25,Full,Good,Acceptable
1FAHP2F36GG228470,15852,77,28,Full,Good,Good
1GKS2AKC3GR502050,20183,82,35,Full,Acceptable,Good
1FAHP2F36GG536377,8760,62,32,Full,Good,Good
1FAHP1F85GG970214,18321,72,20,Full,Good,Good
1FAHP1F85GG783100,19455,91,28,Full,Good,Good
1FAHP2F36GG330922,17604,78,24,Full,Good,Good
1FAHP2F36GG345769,13814,64,24,Full,Good,Good
1FAHP2F85GG844089,8136,73,25,Full,Good,Low
2G1378S30G9405697,21276,32,29,Full,Good,Good
1HAS4AKC3GR173084,13500,54,32,Full,Good,Good
1FAHP2F36GG287565,25671,70,36,Full,Good,Good
2G1378S30G9718720,23708,54,35,Full,Good,Good
2G1378S30G9364528,13965,35,32,Full,Good,Good
2G1355S30G9855939,6803,93,29,Full,Good,Good
2G1355S30G9381991,14258,40,28,Full,Good,Good
1HAS4AKC3GR120358,23621,45,33,Full,Good,Good
2G1378S30G9758535,23560,72,29,Full,Good,Good
1HAS4AKC3GR609776,27126,69,23,Full,Good,Good
1GKS2AKC3GR237756,11278,60,24,Acceptable,Good,Good
1GKS2AKC3GR780265,8481,46,32,Full,Good,Good
1FAHP1F85GG844198,29505,38,30,Full,Good,Good
2G1145S30G9765522,8649,91,32,Full,Good,Good
1GKS2AKC3GR333817,28908,54,32,Full,Good,Good
2G1145S30G9439391,10894,55,36,Full,Good,Good
2G1145S30G9624422,19988,65,27,Full,Good,Good
2G1145S30G9973911,16153,71,31,Full,Good,Good
1GKS2AKC3GR588087,25919,54,30,Full,Good,Good
1FAHP1F85GG346645,8109,41,25,Full,Good,Good
1FAHP1F85GG614067,28063,61,35,Full,Good,Good
