VIN,partid,condition,cause
1FAHP2F85GG932791,46,83,
1FAHP2F85GG932791,53,61,
1FAHP2F85GG932791,58,54,
1FAHP2F85GG932791,62,54,
2G1145S30G9233187,4,88,
2G1145S30G9233187,8,57,
2G1145S30G9233187,13,92,
2G1145S30G9233187,19,74,
2G1145S30G9233187,24,84,
2G1145S30G9233187,30,60,
2G1145S30G9233187,35,82,
2G1145S30G9233187,39,62,
2G1145S30G9233187,45,80,
2G1145S30G9233187,47,85,
2G1145S30G9233187,53,89,
2G1145S30G9233187,56,47,
2G1145S30G9233187,62,56,
1FAHP1F85GG114441,3,72,
1FAHP1F85GG114441,8,89,
1FAHP1F85GG114441,11,62,
1FAHP1F85GG114441,20,92,
1FAHP1F85GG114441,24,95,
1FAHP1F85GG114441,26,85,
1FAHP1F85GG114441,35,82,
1FAHP1F85GG114441,38,79,
1FAHP1F85GG114441,45,46,
1FAHP1F85GG114441,49,80,
1FAHP1F85GG114441,53,80,
1FAHP1F85GG114441,57,57,
1FAHP1F85GG114441,62,65,
1GKS2AKC3GR918404,4,49,
1GKS2AKC3GR918404,9,55,
1GKS2AKC3GR918404,11,70,
1GKS2AKC3GR918404,18,64,
1GKS2AKC3GR918404,24,86,
1GKS2AKC3GR918404,29,67,
1GKS2AKC3GR918404,31,6,Normal Wear
1GKS2AKC3GR918404,37,86,
1GKS2AKC3GR918404,42,84,
1GKS2AKC3GR918404,48,71,
1GKS2AKC3GR918404,53,96,
1GKS2AKC3GR918404,60,65,
1GKS2AKC3GR918404,63,91,
2G1355S30G9545458,4,76,
2G1355S30G9545458,8,91,
2G1355S30G9545458,15,70,
2G1355S30G9545458,17,99,
2G1355S30G9545458,23,71,
2G1355S30G9545458,29,48,
2G1355S30G9545458,35,54,
2G1355S30G9545458,39,93,
2G1355S30G9545458,44,49,
2G1355S30G9545458,46,65,
2G1355S30G9545458,52,54,
2G1355S30G9545458,56,68,
2G1355S30G9545458,63,84,
1FAHP2F85GG122795,2,46,
1FAHP2F85GG122795,9,53,
1FAHP2F85GG122795,11,90,
1FAHP2F85GG122795,18,66,
1FAHP2F85GG122795,22,72,
1FAHP2F85GG122795,29,83,
1FAHP2F85GG122795,32,69,
1FAHP2F85GG122795,38,88,
1FAHP2F85GG122795,43,69,
1FAHP2F85GG122795,48,87,
1FAHP2F85GG122795,51,69,
1FAHP2F85GG122795,56,51,
1FAHP2F85GG122795,64,68,
1HAS4AKC3GR624266,5,51,
1HAS4AKC3GR624266,10,95,
1HAS4AKC3GR624266,13,73,
1HAS4AKC3GR624266,20,94,
1HAS4AKC3GR624266,24,68,
1HAS4AKC3GR624266,26,85,
1HAS4AKC3GR624266,32,51,
1HAS4AKC3GR624266,36,66,
1HAS4AKC3GR624266,45,60,
1HAS4AKC3GR624266,47,65,
1HAS4AKC3GR624266,55,94,
1HAS4AKC3GR624266,60,55,
1HAS4AKC3GR624266,61,18,Possible Defect
2G1145S30G9725224,3,72,
2G1145S30G9725224,7,69,
2G1145S30G9725224,15,77,
2G1145S30G9725224,16,99,
2G1145S30G9725224,22,65,
2G1145S30G9725224,26,56,
2G1145S30G9725224,31,50,
2G1145S30G9725224,37,46,
2G1145S30G9725224,44,75,
2G1145S30G9725224,48,49,
2G1145S30G9725224,55,76,
2G1145S30G9725224,60,57,
2G1145S30G9725224,61,63,
1FAHP2F85GG345479,3,68,
1FAHP2F85GG345479,9,77,
1FAHP2F85GG345479,13,55,
1FAHP2F85GG345479,19,74,
1FAHP2F85GG345479,23,97,
1FAHP2F85GG345479,26,87,
1FAHP2F85GG345479,35,49,
1FAHP2F85GG345479,37,72,
1FAHP2F85GG345479,41,73,
1FAHP2F85GG345479,47,66,
1FAHP2F85GG345479,51,55,
1FAHP2F85GG345479,59,86,
1FAHP2F85GG345479,65,26,Normal Wear
2G1145S30G9440410,5,90,
2G1145S30G9440410,10,63,
2G1145S30G9440410,11,64,
2G1145S30G9440410,19,87,
2G1145S30G9440410,25,62,
2G1145S30G9440410,26,50,
2G1145S30G9440410,35,97,
2G1145S30G9440410,36,77,
2G1145S30G9440410,45,51,
2G1145S30G9440410,47,67,
2G1145S30G9440410,51,69,
2G1145S30G9440410,56,68,
2G1145S30G9440410,61,61,
1FAHP1F85GG269180,3,82,
1FAHP1F85GG269180,10,48,
1FAHP1F85GG269180,15,73,
1FAHP1F85GG269180,16,94,
1FAHP1F85GG269180,23,58,
1FAHP1F85GG269180,28,92,
1FAHP1F85GG269180,31,51,
1FAHP1F85GG269180,39,92,
1FAHP1F85GG269180,42,65,
1FAHP1F85GG269180,50,86,
1FAHP1F85GG269180,51,46,
1FAHP1F85GG269180,60,72,
1FAHP1F85GG269180,64,52,
2G1378S30G9638168,1,47,
2G1378S30G9638168,10,88,
2G1378S30G9638168,14,71,
2G1378S30G9638168,19,37,
2G1378S30G9638168,25,98,
2G1378S30G9638168,26,64,
2G1378S30G9638168,35,86,
2G1378S30G9638168,39,73,
2G1378S30G9638168,45,66,
2G1378S30G9638168,50,60,
2G1378S30G9638168,53,82,
2G1378S30G9638168,56,85,
2G1378S30G9638168,63,67,
1FAHP1F85GG557677,4,92,
1FAHP1F85GG557677,8,68,
1FAHP1F85GG557677,13,89,
1FAHP1F85GG557677,18,87,
1FAHP1F85GG557677,24,73,
1FAHP1F85GG557677,27,94,
1FAHP1F85GG557677,33,79,
1FAHP1F85GG557677,37,61,
1FAHP1F85GG557677,44,54,
1FAHP1F85GG557677,49,95,
1FAHP1F85GG557677,51,82,
1FAHP1F85GG557677,58,87,
1FAHP1F85GG557677,63,47,
2G1378S30G9501090,3,49,
2G1378S30G9501090,6,81,
2G1378S30G9501090,11,45,
2G1378S30G9501090,20,51,
2G1378S30G9501090,23,48,
2G1378S30G9501090,28,53,
2G1378S30G9501090,31,55,
2G1378S30G9501090,39,70,
2G1378S30G9501090,44,55,
2G1378S30G9501090,48,82,
2G1378S30G9501090,53,74,
2G1378S30G9501090,60,2,Normal Wear
2G1378S30G9501090,65,92,
1FAHP2F85GG588574,4,76,
1FAHP2F85GG588574,10,78,
1FAHP2F85GG588574,14,96,
1FAHP2F85GG588574,18,73,
1FAHP2F85GG588574,24,55,
1FAHP2F85GG588574,30,90,
1FAHP2F85GG588574,31,61,
1FAHP2F85GG588574,39,76,
1FAHP2F85GG588574,41,67,
1FAHP2F85GG588574,50,77,
1FAHP2F85GG588574,52,54,
1FAHP2F85GG588574,57,98,
1FAHP2F85GG588574,64,73,
1FAHP1F85GG819778,1,60,
1FAHP1F85GG819778,10,78,
1FAHP1F85GG819778,13,82,
1FAHP1F85GG819778,18,93,
1FAHP1F85GG819778,25,73,
1FAHP1F85GG819778,26,84,
1FAHP1F85GG819778,32,64,
1FAHP1F85GG819778,37,87,
1FAHP1F85GG819778,45,88,
1FAHP1F85GG819778,49,85,
1FAHP1F85GG819778,55,45,
1FAHP1F85GG819778,58,62,
1FAHP1F85GG819778,61,86,
1HAS4AKC3GR796917,4,45,
1HAS4AKC3GR796917,10,45,
1HAS4AKC3GR796917,13,80,
1HAS4AKC3GR796917,18,61,
1HAS4AKC3GR796917,22,62,
1HAS4AKC3GR796917,29,83,
1HAS4AKC3GR796917,35,63,
1HAS4AKC3GR796917,37,92,
1HAS4AKC3GR796917,41,51,
1HAS4AKC3GR796917,46,61,
1HAS4AKC3GR796917,52,48,
1HAS4AKC3GR796917,56,58,
1HAS4AKC3GR796917,61,80,
1HAS4AKC3GR532203,1,99,
1HAS4AKC3GR532203,8,91,
1HAS4AKC3GR532203,13,93,
1HAS4AKC3GR532203,18,64,
1HAS4AKC3GR532203,24,88,
1HAS4AKC3GR532203,30,86,
1HAS4AKC3GR532203,32,77,
1HAS4AKC3GR532203,37,94,
1HAS4AKC3GR532203,45,64,
1HAS4AKC3GR532203,50,80,
1HAS4AKC3GR532203,54,78,
1HAS4AKC3GR532203,59,71,
1HAS4AKC3GR532203,62,76,
2G1378S30G9559197,2,47,
2G1378S30G9559197,6,88,
2G1378S30G9559197,12,84,
2G1378S30G9559197,16,54,
2G1378S30G9559197,23,51,
2G1378S30G9559197,27,91,
2G1378S30G9559197,31,59,
2G1378S30G9559197,40,60,
2G1378S30G9559197,45,73,
2G1378S30G9559197,46,93,
2G1378S30G9559197,54,49,
2G1378S30G9559197,59,83,
2G1378S30G9559197,64,23,Normal Wear
1HAS4AKC3GR513376,2,88,
1HAS4AKC3GR513376,6,48,
1HAS4AKC3GR513376,11,95,
1HAS4AKC3GR513376,19,95,
1HAS4AKC3GR513376,22,89,
1HAS4AKC3GR513376,26,88,
1HAS4AKC3GR513376,33,77,
1HAS4AKC3GR513376,39,90,
1HAS4AKC3GR513376,44,74,
1HAS4AKC3GR513376,50,82,
1HAS4AKC3GR513376,53,47,
1HAS4AKC3GR513376,57,94,
1HAS4AKC3GR513376,64,48,
1GKS2AKC3GR837557,1,79,
1GKS2AKC3GR837557,10,86,
1GKS2AKC3GR837557,14,72,
1GKS2AKC3GR837557,17,66,
1GKS2AKC3GR837557,25,51,
1GKS2AKC3GR837557,27,77,
1GKS2AKC3GR837557,34,78,
1GKS2AKC3GR837557,36,78,
1GKS2AKC3GR837557,42,98,
1GKS2AKC3GR837557,49,75,
1GKS2AKC3GR837557,54,12,Possible Defect
1GKS2AKC3GR837557,58,74,
1GKS2AKC3GR837557,63,87,
1GKS2AKC3GR737005,5,78,
1GKS2AKC3GR737005,6,71,
1GKS2AKC3GR737005,15,55,
1GKS2AKC3GR737005,17,83,
1GKS2AKC3GR737005,21,94,
1GKS2AKC3GR737005,29,59,
1GKS2AKC3GR737005,33,84,
1GKS2AKC3GR737005,39,61,
1GKS2AKC3GR737005,43,59,
1GKS2AKC3GR737005,48,70,
1GKS2AKC3GR737005,51,62,
1GKS2AKC3GR737005,60,54,
1GKS2AKC3GR737005,61,64,
1HAS4AKC3GR737062,3,84,
1HAS4AKC3GR737062,6,27,Potential Damage from Road Conditions
1HAS4AKC3GR737062,11,77,
1HAS4AKC3GR737062,19,53,
1HAS4AKC3GR737062,23,62,
1HAS4AKC3GR737062,30,62,
1HAS4AKC3GR737062,32,51,
1HAS4AKC3GR737062,40,75,
1HAS4AKC3GR737062,44,92,
1HAS4AKC3GR737062,49,59,
1HAS4AKC3GR737062,53,82,
1HAS4AKC3GR737062,60,46,
1HAS4AKC3GR737062,62,54,
2G1355S30G9914719,2,57,
2G1355S30G9914719,7,99,
2G1355S30G9914719,13,99,
2G1355S30G9914719,16,48,
2G1355S30G9914719,24,56,
2G1355S30G9914719,30,67,
2G1355S30G9914719,31,94,
2G1355S30G9914719,38,90,
2G1355S30G9914719,44,66,
2G1355S30G9914719,47,77,
2G1355S30G9914719,55,78,
2G1355S30G9914719,59,48,
2G1355S30G9914719,63,50,
2G1378S30G9301302,4,57,
2G1378S30G9301302,10,87,
2G1378S30G9301302,13,56,
2G1378S30G9301302,18,93,
2G1378S30G9301302,21,96,
2G1378S30G9301302,27,79,
2G1378S30G9301302,32,62,
2G1378S30G9301302,38,75,
2G1378S30G9301302,41,65,
2G1378S30G9301302,49,54,
2G1378S30G9301302,52,60,
2G1378S30G9301302,57,62,
2G1378S30G9301302,62,95,
1HAS4AKC3GR950006,5,50,
1HAS4AKC3GR950006,7,85,
1HAS4AKC3GR950006,15,51,
1HAS4AKC3GR950006,18,90,
1HAS4AKC3GR950006,24,81,
1HAS4AKC3GR950006,30,71,
1HAS4AKC3GR950006,31,75,
1HAS4AKC3GR950006,36,75,
1HAS4AKC3GR950006,41,17,Possible Defect
1HAS4AKC3GR950006,50,55,
1HAS4AKC3GR950006,53,49,
1HAS4AKC3GR950006,56,86,
1HAS4AKC3GR950006,65,51,
1FAHP2F36GG986501,1,91,
1FAHP2F36GG986501,8,71,
1FAHP2F36GG986501,14,80,
1FAHP2F36GG986501,17,99,
1FAHP2F36GG986501,23,50,
1FAHP2F36GG986501,26,46,
1FAHP2F36GG986501,33,65,
1FAHP2F36GG986501,40,60,
1FAHP2F36GG986501,45,78,
1FAHP2F36GG986501,49,68,
1FAHP2F36GG986501,52,58,
1FAHP2F36GG986501,56,69,
1FAHP2F36GG986501,63,75,
1FAHP2F36GG962361,2,70,
1FAHP2F36GG962361,8,56,
1FAHP2F36GG962361,15,61,
1FAHP2F36GG962361,17,70,
1FAHP2F36GG962361,22,55,
1FAHP2F36GG962361,28,47,
1FAHP2F36GG962361,34,93,
1FAHP2F36GG962361,40,96,
1FAHP2F36GG962361,44,58,
1FAHP2F36GG962361,47,81,
1FAHP2F36GG962361,54,70,
1FAHP2F36GG962361,59,65,
1FAHP2F36GG962361,64,85,
1HAS4AKC3GR564246,5,82,
1HAS4AKC3GR564246,10,93,
1HAS4AKC3GR564246,11,78,
1HAS4AKC3GR564246,16,87,
1HAS4AKC3GR564246,25,94,
1HAS4AKC3GR564246,26,74,
1HAS4AKC3GR564246,34,73,
1HAS4AKC3GR564246,40,73,
1HAS4AKC3GR564246,44,99,
1HAS4AKC3GR564246,50,90,
1HAS4AKC3GR564246,54,87,
1HAS4AKC3GR564246,59,93,
1HAS4AKC3GR564246,65,97,
2G1145S30G9918827,3,47,
2G1145S30G9918827,7,51,
2G1145S30G9918827,15,95,
2G1145S30G9918827,20,58,
2G1145S30G9918827,21,93,
2G1145S30G9918827,30,97,
2G1145S30G9918827,35,65,
2G1145S30G9918827,38,85,
2G1145S30G9918827,43,77,
2G1145S30G9918827,49,78,
2G1145S30G9918827,55,81,
2G1145S30G9918827,60,22,Possible Defect
2G1145S30G9918827,65,53,
1GKS2AKC3GR932107,2,84,
1GKS2AKC3GR932107,9,71,
1GKS2AKC3GR932107,11,52,
1GKS2AKC3GR932107,17,57,
1GKS2AKC3GR932107,21,60,
1GKS2AKC3GR932107,26,46,
1GKS2AKC3GR932107,31,50,
1GKS2AKC3GR932107,39,84,
1GKS2AKC3GR932107,45,93,
1GKS2AKC3GR932107,47,66,
1GKS2AKC3GR932107,53,73,
1GKS2AKC3GR932107,56,79,
1GKS2AKC3GR932107,65,85,
1GKS2AKC3GR611020,5,38,
1GKS2AKC3GR611020,8,47,
1GKS2AKC3GR611020,13,93,
1GKS2AKC3GR611020,20,76,
1GKS2AKC3GR611020,24,56,
1GKS2AKC3GR611020,27,49,
1GKS2AKC3GR611020,32,69,
1GKS2AKC3GR611020,39,95,
1GKS2AKC3GR611020,44,55,
1GKS2AKC3GR611020,49,71,
1GKS2AKC3GR611020,55,83,
1GKS2AKC3GR611020,58,49,
1GKS2AKC3GR611020,61,93,
2G1378S30G9612017,5,81,
2G1378S30G9612017,9,86,
2G1378S30G9612017,13,45,
2G1378S30G9612017,16,58,
2G1378S30G9612017,23,51,
2G1378S30G9612017,29,93,
2G1378S30G9612017,32,71,
2G1378S30G9612017,36,98,
2G1378S30G9612017,45,87,
2G1378S30G9612017,47,72,
2G1378S30G9612017,51,77,
2G1378S30G9612017,59,99,
2G1378S30G9612017,62,73,
2G1355S30G9915491,5,88,
2G1355S30G9915491,6,89,
2G1355S30G9915491,11,79,
2G1355S30G9915491,17,98,
2G1355S30G9915491,23,62,
2G1355S30G9915491,27,96,
2G1355S30G9915491,35,53,
2G1355S30G9915491,37,83,
2G1355S30G9915491,43,51,
2G1355S30G9915491,50,98,
2G1355S30G9915491,51,53,
2G1355S30G9915491,60,58,
2G1355S30G9915491,61,65,
1FAHP2F85GG341329,2,56,
1FAHP2F85GG341329,7,91,
1FAHP2F85GG341329,11,88,
1FAHP2F85GG341329,20,75,
1FAHP2F85GG341329,22,61,
1FAHP2F85GG341329,26,22,Excessive Wear from High Temperature
1FAHP2F85GG341329,31,73,
1FAHP2F85GG341329,37,46,
1FAHP2F85GG341329,42,97,
1FAHP2F85GG341329,46,76,
1FAHP2F85GG341329,55,53,
1FAHP2F85GG341329,56,99,
1FAHP2F85GG341329,65,74,
1FAHP1F85GG310244,2,77,
1FAHP1F85GG310244,6,86,
1FAHP1F85GG310244,15,56,
1FAHP1F85GG310244,16,51,
1FAHP1F85GG310244,24,89,
1FAHP1F85GG310244,28,88,
1FAHP1F85GG310244,33,54,
1FAHP1F85GG310244,38,58,
1FAHP1F85GG310244,43,50,
1FAHP1F85GG310244,47,95,
1FAHP1F85GG310244,51,92,
1FAHP1F85GG310244,57,77,
1FAHP1F85GG310244,65,12,Normal Wear
1GKS2AKC3GR295856,5,87,
1GKS2AKC3GR295856,6,47,
1GKS2AKC3GR295856,15,83,
1GKS2AKC3GR295856,20,85,
1GKS2AKC3GR295856,24,52,
1GKS2AKC3GR295856,29,64,
1GKS2AKC3GR295856,34,76,
1GKS2AKC3GR295856,40,93,
1GKS2AKC3GR295856,44,80,
1GKS2AKC3GR295856,48,98,
1GKS2AKC3GR295856,54,55,
1GKS2AKC3GR295856,56,87,
1GKS2AKC3GR295856,65,80,
2G1378S30G9570710,5,90,
2G1378S30G9570710,9,47,
2G1378S30G9570710,15,56,
2G1378S30G9570710,17,46,
2G1378S30G9570710,22,60,
2G1378S30G9570710,27,71,
2G1378S30G9570710,34,55,
2G1378S30G9570710,38,49,
2G1378S30G9570710,42,32,
2G1378S30G9570710,49,67,
2G1378S30G9570710,54,62,
2G1378S30G9570710,56,98,
2G1378S30G9570710,61,48,
2G1378S30G9492045,3,70,
2G1378S30G9492045,10,87,
2G1378S30G9492045,12,67,
2G1378S30G9492045,18,57,
2G1378S30G9492045,21,73,
2G1378S30G9492045,29,7,Excessive Wear from High Temperature
2G1378S30G9492045,34,69,
2G1378S30G9492045,38,70,
2G1378S30G9492045,41,67,
2G1378S30G9492045,46,62,
2G1378S30G9492045,54,51,
2G1378S30G9492045,58,52,
2G1378S30G9492045,63,46,
1FAHP2F85GG535341,3,98,
1FAHP2F85GG535341,6,68,
1FAHP2F85GG535341,13,91,
1FAHP2F85GG535341,18,55,
1FAHP2F85GG535341,22,85,
1FAHP2F85GG535341,26,69,
1FAHP2F85GG535341,34,92,
1FAHP2F85GG535341,37,91,
1FAHP2F85GG535341,41,97,
1FAHP2F85GG535341,48,90,
1FAHP2F85GG535341,54,90,
1FAHP2F85GG535341,58,51,
1FAHP2F85GG535341,61,47,
1FAHP2F85GG992193,1,67,
1FAHP2F85GG992193,7,75,
1FAHP2F85GG992193,15,81,
1FAHP2F85GG992193,19,92,
1FAHP2F85GG992193,25,49,
1FAHP2F85GG992193,26,56,
1FAHP2F85GG992193,32,54,
1FAHP2F85GG992193,37,91,
1FAHP2F85GG992193,44,84,
1FAHP2F85GG992193,46,78,
1FAHP2F85GG992193,53,83,
1FAHP2F85GG992193,58,89,
1FAHP2F85GG992193,64,54,
1FAHP2F85GG430311,3,99,
1FAHP2F85GG430311,7,61,
1FAHP2F85GG430311,15,67,
1FAHP2F85GG430311,17,20,Normal Wear
1FAHP2F85GG430311,21,73,
1FAHP2F85GG430311,29,64,
1FAHP2F85GG430311,33,80,
1FAHP2F85GG430311,38,59,
1FAHP2F85GG430311,41,76,
1FAHP2F85GG430311,50,53,
1FAHP2F85GG430311,55,81,
1FAHP2F85GG430311,59,51,
1FAHP2F85GG430311,65,81,
1FAHP2F85GG763725,2,8,Excessive Harsh Braking
1FAHP2F85GG763725,6,74,
1FAHP2F85GG763725,12,46,
1FAHP2F85GG763725,16,64,
1FAHP2F85GG763725,21,82,
1FAHP2F85GG763725,29,91,
1FAHP2F85GG763725,31,89,
1FAHP2F85GG763725,37,50,
1FAHP2F85GG763725,41,56,
1FAHP2F85GG763725,46,75,
1FAHP2F85GG763725,55,71,
1FAHP2F85GG763725,58,80,
1FAHP2F85GG763725,61,53,
2G1355S30G9388912,2,55,
2G1355S30G9388912,7,77,
2G1355S30G9388912,12,64,
2G1355S30G9388912,17,64,
2G1355S30G9388912,25,87,
2G1355S30G9388912,27,62,
2G1355S30G9388912,32,46,
2G1355S30G9388912,37,88,
2G1355S30G9388912,41,49,
2G1355S30G9388912,46,72,
2G1355S30G9388912,52,69,
2G1355S30G9388912,57,83,
2G1355S30G9388912,64,91,
1FAHP2F85GG692953,4,86,
1FAHP2F85GG692953,8,52,
1FAHP2F85GG692953,11,53,
1FAHP2F85GG692953,16,65,
1FAHP2F85GG692953,23,47,
1FAHP2F85GG692953,27,48,
1FAHP2F85GG692953,32,82,
1FAHP2F85GG692953,39,80,
1FAHP2F85GG692953,41,67,
1FAHP2F85GG692953,50,78,
1FAHP2F85GG692953,54,92,
1FAHP2F85GG692953,60,91,
1FAHP2F85GG692953,63,72,
1FAHP1F85GG733261,2,73,
1FAHP1F85GG733261,10,62,
1FAHP1F85GG733261,11,77,
1FAHP1F85GG733261,16,98,
1FAHP1F85GG733261,25,72,
1FAHP1F85GG733261,30,87,
1FAHP1F85GG733261,35,81,
1FAHP1F85GG733261,37,91,
1FAHP1F85GG733261,43,74,
1FAHP1F85GG733261,47,76,
1FAHP1F85GG733261,54,65,
1FAHP1F85GG733261,60,79,
1FAHP1F85GG733261,63,65,
1FAHP2F36GG206175,2,54,
1FAHP2F36GG206175,9,66,
1FAHP2F36GG206175,11,76,
1FAHP2F36GG206175,19,86,
1FAHP2F36GG206175,21,99,
1FAHP2F36GG206175,30,81,
1FAHP2F36GG206175,33,81,
1FAHP2F36GG206175,36,81,
1FAHP2F36GG206175,44,78,
1FAHP2F36GG206175,48,51,
1FAHP2F36GG206175,54,95,
1FAHP2F36GG206175,60,74,
1FAHP2F36GG206175,63,37,
1FAHP2F36GG219411,3,69,
1FAHP2F36GG219411,9,86,
1FAHP2F36GG219411,12,46,
1FAHP2F36GG219411,18,85,
1FAHP2F36GG219411,24,61,
1FAHP2F36GG219411,30,57,
1FAHP2F36GG219411,33,99,
1FAHP2F36GG219411,39,49,
1FAHP2F36GG219411,45,80,
1FAHP2F36GG219411,47,80,
1FAHP2F36GG219411,53,55,
1FAHP2F36GG219411,56,77,
1FAHP2F36GG219411,61,48,
1FAHP1F85GG818708,3,61,
1FAHP1F85GG818708,10,31,
1FAHP1F85GG818708,15,86,
1FAHP1F85GG818708,16,56,
1FAHP1F85GG818708,22,73,
1FAHP1F85GG818708,29,68,
1FAHP1F85GG818708,32,61,
1FAHP1F85GG818708,40,68,
1FAHP1F85GG818708,42,71,
1FAHP1F85GG818708,50,57,
1FAHP1F85GG818708,54,81,
1FAHP1F85GG818708,58,94,
1FAHP1F85GG818708,63,46,
2G1145S30G9510824,4,65,
2G1145S30G9510824,7,86,
2G1145S30G9510824,13,65,
2G1145S30G9510824,18,81,
2G1145S30G9510824,22,80,
2G1145S30G9510824,30,76,
2G1145S30G9510824,33,72,
2G1145S30G9510824,36,85,
2G1145S30G9510824,41,95,
2G1145S30G9510824,49,90,
2G1145S30G9510824,54,78,
2G1145S30G9510824,60,70,
2G1145S30G9510824,65,45,
1HAS4AKC3GR897038,4,51,
1HAS4AKC3GR897038,8,72,
1HAS4AKC3GR897038,12,75,
1HAS4AKC3GR897038,17,53,
1HAS4AKC3GR897038,24,89,
1HAS4AKC3GR897038,27,87,
1HAS4AKC3GR897038,31,88,
1HAS4AKC3GR897038,37,79,
1HAS4AKC3GR897038,44,85,
1HAS4AKC3GR897038,50,76,
1HAS4AKC3GR897038,54,57,
1HAS4AKC3GR897038,56,87,
1HAS4AKC3GR897038,63,62,
2G1145S30G9507121,2,73,
2G1145S30G9507121,9,74,
2G1145S30G9507121,15,99,
2G1145S30G9507121,20,93,
2G1145S30G9507121,22,54,
2G1145S30G9507121,28,66,
2G1145S30G9507121,35,45,
2G1145S30G9507121,40,62,
2G1145S30G9507121,44,54,
2G1145S30G9507121,47,22,Possible Defect
2G1145S30G9507121,54,63,
2G1145S30G9507121,58,48,
2G1145S30G9507121,63,76,
1FAHP2F36GG776501,1,92,
1FAHP2F36GG776501,9,95,
1FAHP2F36GG776501,14,86,
1FAHP2F36GG776501,18,98,
1FAHP2F36GG776501,21,46,
1FAHP2F36GG776501,29,58,
1FAHP2F36GG776501,34,70,
1FAHP2F36GG776501,38,72,
1FAHP2F36GG776501,41,67,
1FAHP2F36GG776501,50,88,
1FAHP2F36GG776501,51,88,
1FAHP2F36GG776501,57,45,
1FAHP2F36GG776501,65,98,
2G1355S30G9956206,5,50,
2G1355S30G9956206,10,70,
2G1355S30G9956206,12,99,
2G1355S30G9956206,18,86,
2G1355S30G9956206,24,73,
2G1355S30G9956206,26,47,
2G1355S30G9956206,31,81,
2G1355S30G9956206,38,55,
2G1355S30G9956206,43,53,
2G1355S30G9956206,46,91,
2G1355S30G9956206,55,83,
2G1355S30G9956206,58,96,
2G1355S30G9956206,65,99,
1FAHP2F36GG894909,2,58,
1FAHP2F36GG894909,6,77,
1FAHP2F36GG894909,13,86,
1FAHP2F36GG894909,19,89,
1FAHP2F36GG894909,25,89,
1FAHP2F36GG894909,30,90,
1FAHP2F36GG894909,31,46,
1FAHP2F36GG894909,38,92,
1FAHP2F36GG894909,44,86,
1FAHP2F36GG894909,50,97,
1FAHP2F36GG894909,51,55,
1FAHP2F36GG894909,58,49,
1FAHP2F36GG894909,64,70,
1FAHP1F85GG214936,3,70,
1FAHP1F85GG214936,6,77,
1FAHP1F85GG214936,12,81,
1FAHP1F85GG214936,17,73,
1FAHP1F85GG214936,22,68,
1FAHP1F85GG214936,29,52,
1FAHP1F85GG214936,34,81,
1FAHP1F85GG214936,38,97,
1FAHP1F85GG214936,42,98,
1FAHP1F85GG214936,48,84,
1FAHP1F85GG214936,55,52,
1FAHP1F85GG214936,56,86,
1FAHP1F85GG214936,62,66,
2G1355S30G9598366,4,61,
2G1355S30G9598366,8,61,
2G1355S30G9598366,11,92,
2G1355S30G9598366,17,65,
2G1355S30G9598366,23,66,
2G1355S30G9598366,29,92,
2G1355S30G9598366,32,99,
2G1355S30G9598366,40,54,
2G1355S30G9598366,43,79,
2G1355S30G9598366,50,95,
2G1355S30G9598366,55,67,
2G1355S30G9598366,59,90,
2G1355S30G9598366,65,68,
2G1145S30G9510721,3,55,
2G1145S30G9510721,6,58,
2G1145S30G9510721,13,85,
2G1145S30G9510721,20,57,
2G1145S30G9510721,22,63,
2G1145S30G9510721,28,66,
2G1145S30G9510721,31,64,
2G1145S30G9510721,38,91,
2G1145S30G9510721,43,84,
2G1145S30G9510721,49,59,
2G1145S30G9510721,51,98,
2G1145S30G9510721,58,55,
2G1145S30G9510721,62,89,
1HAS4AKC3GR373802,5,85,
1HAS4AKC3GR373802,9,83,
1HAS4AKC3GR373802,12,53,
1HAS4AKC3GR373802,16,64,
1HAS4AKC3GR373802,23,83,
1HAS4AKC3GR373802,30,89,
1HAS4AKC3GR373802,34,84,
1HAS4AKC3GR373802,37,74,
1HAS4AKC3GR373802,43,70,
1HAS4AKC3GR373802,49,49,
1HAS4AKC3GR373802,54,56,
1HAS4AKC3GR373802,57,51,
1HAS4AKC3GR373802,63,86,
1FAHP2F85GG803864,3,93,
1FAHP2F85GG803864,9,51,
1FAHP2F85GG803864,15,98,
1FAHP2F85GG803864,16,66,
1FAHP2F85GG803864,24,75,
1FAHP2F85GG803864,28,72,
1FAHP2F85GG803864,31,48,
1FAHP2F85GG803864,39,78,
1FAHP2F85GG803864,45,50,
1FAHP2F85GG803864,48,75,
1FAHP2F85GG803864,52,89,
1FAHP2F85GG803864,58,81,
1FAHP2F85GG803864,61,80,
2G1145S30G9237121,4,54,
2G1145S30G9237121,6,69,
2G1145S30G9237121,12,94,
2G1145S30G9237121,18,65,
2G1145S30G9237121,25,94,
2G1145S30G9237121,28,80,
2G1145S30G9237121,35,91,
2G1145S30G9237121,38,54,
2G1145S30G9237121,42,73,
2G1145S30G9237121,47,63,
2G1145S30G9237121,51,95,
2G1145S30G9237121,60,62,
2G1145S30G9237121,63,59,
2G1355S30G9421247,1,85,
2G1355S30G9421247,8,65,
2G1355S30G9421247,12,77,
2G1355S30G9421247,19,83,
2G1355S30G9421247,22,45,
2G1355S30G9421247,29,4,Excessive Wear from High Temperature
