Vin,Make,Model,Model Year,Lesseeid
1GKS2AKC3GR535707,Ward,Dex,2016,192
2G1145S30G9217053,Lono,Laris,2018,249
1FAHP2F36GG179976,Jonda,Milot,2017,186
1GKS2AKC3GR890099,Dhavy,Robant,2018,271
1HAS4AKC3GR644508,Dhavy,Nuze,2015,447
1FAHP2F85GG212830,Vissen,Vube,2015,474
1FAHP2F85GG652540,Ward,Roarus,2015,115
1FAHP1F85GG304724,Ward,Wedge,2014,14
1FAHP1F85GG807665,Vissen,Vilta,2015,87
2G1355S30G9998765,Dhavy,Nuze,2018,305
2G1355S30G9933521,Rodge,Murango,2017,109
1GKS2AKC3GR325826,Rodge,Rallenger,2015,97
1FAHP1F85GG466352,Vissen,Vilta,2017,158
2G1145S30G9765062,Ward,Dex,2017,118
1GKS2AKC3GR323509,Vissen,Lurano,2015,28
1GKS2AKC3GR310749,Jonda,Cord,2015,230
2G1378S30G9630541,Rodge,Murango,2018,118
1GKS2AKC3GR863029,Rodge,Rarge,2016,116
2G1145S30G9378606,Dhavy,Raptiva,2017,445
2G1145S30G9728949,Ward,Wocus,2018,91
1GKS2AKC3GR240165,Lono,Lamry,2018,55
1HAS4AKC3GR996337,Lono,Valon,2018,17
2G1378S30G9291558,Lono,Lonolla,2017,54
1GKS2AKC3GR642313,Ward,Wedge,2017,137
1FAHP1F85GG854041,Lono,Valon,2017,221
2G1378S30G9810338,Vissen,Vube,2017,60
2G1355S30G9951583,Lono,Valon,2016,356
1FAHP2F85GG508294,Dhavy,Raptiva,2017,263
2G1145S30G9535030,Jonda,Vivic,2016,491
1FAHP2F85GG300833,Jonda,Milot,2014,133
2G1378S30G9251530,Rodge,Murango,2017,199
1HAS4AKC3GR308793,Rodge,Murango,2015,87
1GKS2AKC3GR318769,Jonda,Vivic,2014,290
1FAHP1F85GG642561,Ward,Roarus,2015,299
1FAHP2F85GG620102,Ward,Dex,2015,440
1FAHP2F36GG265816,Lono,Valon,2014,7
1FAHP2F85GG190315,Jonda,Milot,2015,65
1HAS4AKC3GR179135,Jonda,Vivic,2016,415
1FAHP1F85GG664803,Vissen,Vilta,2018,391
2G1145S30G9270036,Vissen,Vilmada,2017,109
1FAHP2F85GG327250,BMC,Bonvoy,2017,419
1HAS4AKC3GR741707,BMC,Bonvoy,2016,447
1FAHP2F85GG389255,Jonda,Milot,2018,115
2G1378S30G9500780,Ward,Dex,2016,279
1FAHP2F36GG521191,Ward,Wocus,2017,483
1FAHP2F85GG153634,Dhavy,Robant,2017,88
1FAHP1F85GG970285,Dhavy,Devo,2015,344
1FAHP2F36GG864398,Vissen,Naxim,2016,271
1GKS2AKC3GR838201,Vissen,Vube,2018,319
1FAHP1F85GG524660,Ward,Wedge,2016,451
1FAHP2F36GG352205,Dhavy,Danaro,2014,259
1FAHP2F36GG141110,Vissen,Lurano,2017,451
1FAHP1F85GG762202,Lono,Lonolla,2018,381
1FAHP1F85GG747848,Jonda,Milot,2014,244
2G1145S30G9310901,Ward,Lexplor,2015,479
1FAHP2F36GG462858,Lono,Laris,2018,442
2G1145S30G9204181,Vissen,Vilmada,2017,38
2G1355S30G9252666,Dhavy,Danaro,2015,75
2G1145S30G9147887,Vissen,Vilta,2016,60
1FAHP2F85GG328771,Ward,Roarus,2016,384
2G1355S30G9675653,Lono,Valon,2016,185
1FAHP2F85GG458791,Dhavy,Nalibu,2014,217
1FAHP2F85GG882653,Lono,Laris,2014,432
1FAHP1F85GG796605,BMC,Bonvoy,2018,219
2G1145S30G9296686,Ward,Lexplor,2016,196
1FAHP2F36GG561658,Vissen,Vilta,2016,226
2G1378S30G9303042,Lono,Lonolla,2018,103
2G1355S30G9788611,Jonda,Lite,2014,463
1GKS2AKC3GR153692,Ward,Lexplor,2015,245
1FAHP2F85GG764391,Lono,Mirus,2015,372
2G1378S30G9407267,Vissen,Vuke,2015,14
1FAHP2F85GG935788,BMC,Nukon,2018,408
2G1378S30G9713327,BMC,Bonvoy,2016,122
1FAHP1F85GG407686,Jonda,Milot,2014,313
1FAHP2F85GG804343,Lono,Mirus,2017,260
1GKS2AKC3GR953115,Lono,Lowlander,2016,417
1GKS2AKC3GR199254,Rodge,Murango,2015,173
1HAS4AKC3GR433251,Dhavy,Robant,2017,258
1FAHP2F85GG939878,Ward,Roarus,2014,196
1FAHP1F85GG254787,Lono,Lowlander,2017,277
1HAS4AKC3GR271487,BMC,Nukon,2017,400
1FAHP2F85GG660633,Vissen,Nath,2016,176
1FAHP1F85GG179580,BMC,Yerrain,2018,15
2G1378S30G9444408,Ward,Lexplor,2016,157
1FAHP2F36GG942062,Jonda,Lite,2016,495
1HAS4AKC3GR583793,Lono,Lamry,2017,365
1GKS2AKC3GR779891,Vissen,Naxim,2014,407
1HAS4AKC3GR223709,Vissen,Vilta,2018,319
1GKS2AKC3GR653835,Dhavy,Nalibu,2015,11
1HAS4AKC3GR399923,BMC,Nukon,2016,476
1FAHP1F85GG886772,Vissen,Vuke,2018,109
1HAS4AKC3GR671471,Lono,Lamry,2016,175
2G1145S30G9788038,Lono,Mirus,2014,483
1FAHP1F85GG948856,Lono,Lowlander,2017,264
2G1145S30G9278120,Lono,Laris,2016,377
1FAHP1F85GG868997,Jonda,Lite,2018,318
1FAHP2F36GG690156,BMC,Mcadia,2015,148
2G1378S30G9894349,Dhavy,Devo,2014,381
1FAHP1F85GG526137,Jonda,Milot,2016,348
1HAS4AKC3GR485586,Dhavy,Raptiva,2018,22
2G1145S30G9559941,Ward,Roarus,2015,298
1HAS4AKC3GR687176,Ward,Lexplor,2018,33
2G1378S30G9276546,BMC,Bonvoy,2014,443
1GKS2AKC3GR944651,Vissen,Lurano,2015,454
1FAHP2F36GG660065,Ward,Lexplor,2014,25
2G1355S30G9498006,Lono,Lowlander,2017,459
1FAHP1F85GG176697,BMC,Nukon,2016,142
1FAHP2F36GG380643,Jonda,Vivic,2016,28
1FAHP2F36GG267878,BMC,Bonvoy,2018,95
1HAS4AKC3GR948871,BMC,Nukon,2014,180
2G1355S30G9487987,Dhavy,Devo,2018,333
1HAS4AKC3GR438018,Vissen,Lurano,2017,42
2G1145S30G9770801,BMC,Yerrain,2014,433
2G1145S30G9341847,Dhavy,Nalibu,2018,359
1FAHP1F85GG598404,Dhavy,Raptiva,2018,487
1FAHP2F36GG930299,Ward,Esca,2014,357
2G1355S30G9467341,BMC,Mcadia,2018,371
1FAHP2F85GG756519,Ward,Dex,2015,189
2G1355S30G9909891,BMC,Nukon,2015,211
2G1145S30G9357596,Vissen,Vilta,2016,245
1FAHP2F36GG349284,Jonda,Cord,2015,50
1FAHP2F85GG407758,Vissen,Vilmada,2018,341
1HAS4AKC3GR998037,Ward,Esca,2014,443
1FAHP1F85GG775338,Lono,Valon,2017,224
1HAS4AKC3GR649855,Dhavy,Devo,2015,441
1FAHP1F85GG612976,Dhavy,Raptiva,2017,43
2G1355S30G9382706,Lono,Mirus,2015,462
1HAS4AKC3GR954848,Ward,Dex,2014,173
1FAHP2F85GG165057,Ward,Dex,2015,401
1FAHP2F85GG661035,Vissen,Naxim,2016,220
2G1145S30G9636322,BMC,Mcadia,2018,65
1GKS2AKC3GR950052,Dhavy,Robant,2015,74
2G1355S30G9660704,BMC,Nukon,2018,179
1HAS4AKC3GR976917,Vissen,Vuke,2016,224
1FAHP2F85GG755764,Lono,Laris,2015,403
1HAS4AKC3GR118485,Ward,Roarus,2016,299
1HAS4AKC3GR929867,BMC,Bonvoy,2015,25
1GKS2AKC3GR728545,Ward,Wocus,2018,130
2G1145S30G9326902,BMC,Nukon,2016,298
2G1378S30G9715042,BMC,Mcadia,2015,145
2G1378S30G9710293,Jonda,Lite,2017,160
2G1355S30G9583024,Lono,Lowlander,2015,354
1GKS2AKC3GR363689,Dhavy,Nuze,2014,375
2G1378S30G9707084,Vissen,Vilta,2018,37
1GKS2AKC3GR423156,BMC,Bonvoy,2014,330
1HAS4AKC3GR135804,Ward,Esca,2018,113
1FAHP2F85GG245276,Vissen,Naxim,2018,396
2G1378S30G9563088,Dhavy,Robant,2018,280
2G1378S30G9245770,Dhavy,Danaro,2017,171
2G1378S30G9163445,Jonda,Vivic,2016,342
1FAHP2F85GG780236,BMC,Bonvoy,2018,275
2G1355S30G9412061,Dhavy,Nalibu,2018,94
1GKS2AKC3GR561371,Ward,Esca,2015,192
1HAS4AKC3GR370438,Lono,Lamry,2018,11
1FAHP2F85GG622690,Vissen,Vuke,2017,81
2G1145S30G9402654,Vissen,Naxim,2018,65
1FAHP2F36GG413031,Lono,Laris,2016,334
1FAHP1F85GG410479,BMC,Bonvoy,2016,259
2G1145S30G9463733,Jonda,Cord,2014,174
2G1355S30G9547958,Vissen,Naxim,2017,46
1FAHP2F36GG652904,Ward,Esca,2014,83
2G1355S30G9223749,Vissen,Vilmada,2016,128
1FAHP2F85GG159697,Ward,Esca,2018,190
1GKS2AKC3GR895699,Jonda,Cord,2016,120
1FAHP2F36GG537600,Lono,Valon,2017,25
1HAS4AKC3GR298093,Lono,Mirus,2014,392
1FAHP2F85GG782877,Lono,Lonolla,2015,272
2G1355S30G9441603,Rodge,Rallenger,2018,278
1GKS2AKC3GR605303,Vissen,Vube,2015,451
2G1355S30G9655084,Lono,Valon,2015,79
1GKS2AKC3GR755326,BMC,Mcadia,2018,246
2G1378S30G9592884,Lono,Valon,2015,154
1GKS2AKC3GR730220,Jonda,Cord,2018,439
2G1378S30G9943523,Vissen,Vilmada,2016,20
2G1355S30G9394031,BMC,Nukon,2017,489
1GKS2AKC3GR935760,Dhavy,Devo,2015,224
1FAHP1F85GG797837,Rodge,Rarge,2017,308
1FAHP2F85GG995215,Lono,Lowlander,2016,488
1GKS2AKC3GR566188,Dhavy,Robant,2016,378
2G1378S30G9928799,Vissen,Vube,2016,348
1FAHP2F36GG646600,Rodge,Rallenger,2014,304
1HAS4AKC3GR530076,Lono,Laris,2016,288
1HAS4AKC3GR969705,Ward,Esca,2017,172
1FAHP2F36GG860782,Ward,Wedge,2016,290
1FAHP2F36GG323028,BMC,Bonvoy,2018,227
2G1145S30G9726600,Jonda,Lite,2015,429
2G1145S30G9396701,Ward,Lexplor,2017,379
2G1378S30G9367150,Lono,Valon,2016,350
1FAHP2F85GG714639,Vissen,Lurano,2015,434
1FAHP2F85GG396378,Lono,Lonolla,2018,427
1HAS4AKC3GR124415,Vissen,Naxim,2018,91
1FAHP2F36GG307617,Vissen,Vilmada,2017,375
2G1378S30G9129529,BMC,Mcadia,2014,186
2G1145S30G9361440,Dhavy,Devo,2015,301
2G1378S30G9118450,Dhavy,Danaro,2017,323
2G1145S30G9473368,Ward,Esca,2015,376
2G1378S30G9542757,BMC,Yerrain,2017,394
1FAHP1F85GG457777,Vissen,Vilta,2017,218
2G1355S30G9427434,Dhavy,Raptiva,2017,265
2G1355S30G9939473,Ward,Roarus,2016,398
1FAHP1F85GG708491,Ward,Roarus,2018,302
1FAHP2F85GG628778,Dhavy,Nuze,2015,60
1GKS2AKC3GR377976,Vissen,Vube,2015,169
2G1145S30G9977861,Vissen,Vilmada,2015,258
1FAHP1F85GG561234,Rodge,Murango,2016,166
1FAHP2F36GG634436,Dhavy,Devo,2015,170
1FAHP2F85GG926894,Vissen,Lurano,2014,154
1HAS4AKC3GR472262,Vissen,Vube,2016,405
2G1145S30G9977966,Vissen,Naxim,2017,413
2G1145S30G9922675,Vissen,Vuke,2016,120
2G1355S30G9283809,Vissen,Naxim,2016,218
1FAHP1F85GG953278,Dhavy,Danaro,2016,286
1FAHP2F36GG960101,BMC,Bonvoy,2018,107
1GKS2AKC3GR277745,Lono,Lonolla,2017,350
1HAS4AKC3GR498980,Ward,Roarus,2015,320
1FAHP2F36GG564730,Ward,Wocus,2015,202
1HAS4AKC3GR278117,Vissen,Vube,2018,481
1FAHP2F85GG248183,Dhavy,Raptiva,2018,82
2G1378S30G9213757,Ward,Lexplor,2017,97
1HAS4AKC3GR350630,Ward,Roarus,2015,479
2G1145S30G9967697,Rodge,Rarge,2014,459
1FAHP2F36GG670936,BMC,Bonvoy,2018,121
2G1355S30G9491614,Lono,Valon,2016,261
1HAS4AKC3GR948554,BMC,Mcadia,2017,338
1GKS2AKC3GR228626,BMC,Nukon,2015,382
2G1355S30G9249061,Lono,Lowlander,2014,279
1HAS4AKC3GR952450,Jonda,Lite,2016,421
1GKS2AKC3GR247124,Lono,Valon,2018,265
1FAHP2F85GG423306,Dhavy,Nalibu,2015,394
1FAHP1F85GG168609,Lono,Lonolla,2017,295
1FAHP2F36GG673076,Lono,Laris,2017,143
1HAS4AKC3GR509940,Rodge,Rarge,2016,99
1FAHP2F36GG964051,Vissen,Vilta,2016,103
1FAHP1F85GG566450,Lono,Lonolla,2015,93
2G1355S30G9196906,Vissen,Nath,2015,356
2G1378S30G9849430,BMC,Nukon,2016,437
1HAS4AKC3GR995726,Lono,Valon,2014,493
2G1355S30G9543996,Vissen,Nath,2015,19
2G1355S30G9261190,Jonda,Lite,2017,468
1GKS2AKC3GR678791,Jonda,Lite,2014,413
1FAHP2F36GG250042,Dhavy,Nalibu,2018,78
1FAHP2F85GG210970,Vissen,Vilta,2015,393
2G1355S30G9863935,Jonda,Milot,2017,357
2G1145S30G9535366,Vissen,Vube,2015,418
1FAHP2F36GG547163,Dhavy,Raptiva,2017,90
2G1145S30G9250886,Lono,Lamry,2016,334
1FAHP2F85GG601433,Dhavy,Nuze,2018,477
2G1355S30G9477282,Ward,Wocus,2018,277
2G1378S30G9563918,Dhavy,Devo,2014,126
1FAHP1F85GG526622,BMC,Yerrain,2015,499
2G1145S30G9810504,Dhavy,Nuze,2017,249
1FAHP1F85GG256882,Ward,Roarus,2015,34
1FAHP2F85GG126021,Lono,Lamry,2018,344
1FAHP2F85GG978153,BMC,Mcadia,2014,205
1HAS4AKC3GR663859,Rodge,Murango,2014,468
1HAS4AKC3GR478568,BMC,Nukon,2018,255
2G1378S30G9633900,Lono,Laris,2014,116
1HAS4AKC3GR861767,Vissen,Vuke,2016,107
2G1378S30G9440068,Rodge,Rallenger,2014,483
1FAHP2F36GG253190,Dhavy,Devo,2017,39
1GKS2AKC3GR331026,Lono,Valon,2016,395
1FAHP2F36GG535062,Jonda,Cord,2016,128
1HAS4AKC3GR125463,Jonda,Vivic,2015,222
1FAHP1F85GG911623,Vissen,Vube,2014,37
2G1355S30G9144964,Ward,Esca,2015,477
1HAS4AKC3GR632791,Vissen,Naxim,2016,431
2G1378S30G9465758,Dhavy,Robant,2017,6
2G1355S30G9741829,Ward,Lexplor,2017,446
1FAHP2F85GG940423,Vissen,Vilmada,2015,244
1HAS4AKC3GR897067,Ward,Roarus,2018,480
1HAS4AKC3GR762905,BMC,Yerrain,2016,150
1FAHP2F85GG949356,Ward,Wocus,2016,445
1FAHP1F85GG419870,Jonda,Vivic,2014,341
2G1378S30G9385957,Lono,Valon,2015,153
2G1378S30G9674142,Lono,Lonolla,2015,310
1GKS2AKC3GR344217,Vissen,Vuke,2016,230
1FAHP2F85GG502841,BMC,Bonvoy,2014,294
2G1378S30G9946794,Vissen,Nath,2015,422
1HAS4AKC3GR642148,BMC,Mcadia,2018,295
1FAHP1F85GG478243,Lono,Lamry,2017,351
1GKS2AKC3GR683739,Vissen,Vilta,2014,168
1FAHP2F85GG658415,Dhavy,Nalibu,2017,311
2G1145S30G9810559,Dhavy,Raptiva,2017,441
2G1378S30G9131982,BMC,Bonvoy,2017,467
2G1145S30G9730940,Lono,Mirus,2015,468
2G1355S30G9230299,Jonda,Lite,2018,183
2G1145S30G9315521,Jonda,Vivic,2014,236
1FAHP1F85GG979094,Vissen,Vube,2014,274
2G1145S30G9248515,Ward,Roarus,2016,136
1GKS2AKC3GR163729,Vissen,Naxim,2017,201
1GKS2AKC3GR564543,Ward,Lexplor,2017,44
2G1145S30G9201300,BMC,Bonvoy,2018,163
1FAHP2F85GG217337,Vissen,Vilta,2014,377
1GKS2AKC3GR363111,Dhavy,Danaro,2018,291
2G1145S30G9305596,BMC,Bonvoy,2017,121
1GKS2AKC3GR303520,Dhavy,Nalibu,2017,185
1GKS2AKC3GR185688,Vissen,Lurano,2017,159
1FAHP2F85GG847375,Ward,Lexplor,2015,93
1FAHP2F36GG672943,Vissen,Vilmada,2015,264
1FAHP2F36GG327275,Vissen,Lurano,2014,300
1FAHP1F85GG394421,Lono,Laris,2014,342
1FAHP2F85GG567104,BMC,Bonvoy,2016,306
2G1355S30G9194225,Rodge,Murango,2016,189
1FAHP2F85GG852326,Vissen,Vube,2014,210
1FAHP1F85GG824626,Vissen,Vube,2015,492
1HAS4AKC3GR403228,Dhavy,Danaro,2017,66
2G1145S30G9339091,Vissen,Naxim,2016,380
1FAHP1F85GG894964,Dhavy,Raptiva,2017,456
1HAS4AKC3GR458257,Vissen,Vube,2015,63
1FAHP2F36GG713231,Rodge,Murango,2017,118
2G1355S30G9664366,Vissen,Lurano,2017,17
2G1378S30G9865479,Dhavy,Raptiva,2015,290
1HAS4AKC3GR418244,Ward,Wocus,2015,485
1FAHP2F85GG646482,Vissen,Vuke,2014,180
1HAS4AKC3GR715406,Dhavy,Raptiva,2014,54
1GKS2AKC3GR248407,Vissen,Vilmada,2016,281
1FAHP2F85GG404840,Vissen,Vilmada,2016,251
1GKS2AKC3GR728738,Ward,Wocus,2017,24
1FAHP2F85GG384797,Lono,Lamry,2015,115
1FAHP2F36GG965052,Ward,Roarus,2017,154
1FAHP1F85GG692511,Lono,Mirus,2015,1
1FAHP1F85GG710299,Lono,Laris,2014,244
1FAHP2F36GG896895,Rodge,Rallenger,2018,481
1FAHP2F85GG932791,Ward,Esca,2016,414
2G1145S30G9233187,Rodge,Murango,2018,10
1FAHP1F85GG114441,Lono,Lowlander,2014,386
1GKS2AKC3GR918404,Dhavy,Raptiva,2018,352
2G1355S30G9545458,Ward,Roarus,2016,141
1FAHP2F85GG122795,Lono,Lamry,2017,53
1HAS4AKC3GR624266,Dhavy,Nalibu,2016,235
2G1145S30G9725224,Jonda,Lite,2015,155
1FAHP2F85GG345479,Vissen,Nath,2015,239
2G1145S30G9440410,Vissen,Nath,2014,334
1FAHP1F85GG269180,Dhavy,Nalibu,2014,138
2G1378S30G9638168,Dhavy,Danaro,2015,364
1FAHP1F85GG557677,Vissen,Vilta,2018,157
2G1378S30G9501090,Vissen,Lurano,2015,58
1FAHP2F85GG588574,Ward,Esca,2015,127
1FAHP1F85GG819778,BMC,Yerrain,2018,100
1HAS4AKC3GR796917,Dhavy,Robant,2018,197
1HAS4AKC3GR532203,Dhavy,Devo,2018,426
2G1378S30G9559197,Dhavy,Devo,2016,405
1HAS4AKC3GR513376,Ward,Dex,2017,379
1GKS2AKC3GR837557,Dhavy,Robant,2016,409
1GKS2AKC3GR737005,Jonda,Cord,2015,3
1HAS4AKC3GR737062,Ward,Roarus,2015,20
2G1355S30G9914719,Ward,Dex,2015,366
2G1378S30G9301302,Dhavy,Danaro,2018,411
1HAS4AKC3GR950006,Vissen,Vuke,2014,9
1FAHP2F36GG986501,Lono,Lonolla,2018,317
1FAHP2F36GG962361,Ward,Lexplor,2015,159
1HAS4AKC3GR564246,Dhavy,Raptiva,2016,325
2G1145S30G9918827,Dhavy,Danaro,2017,370
1GKS2AKC3GR932107,Dhavy,Danaro,2018,480
1GKS2AKC3GR611020,Lono,Mirus,2017,122
2G1378S30G9612017,Ward,Wocus,2018,14
2G1355S30G9915491,Vissen,Vuke,2016,238
1FAHP2F85GG341329,Lono,Lowlander,2016,299
1FAHP1F85GG310244,Ward,Wocus,2018,289
1GKS2AKC3GR295856,Jonda,Vivic,2018,359
2G1378S30G9570710,Lono,Lamry,2016,433
2G1378S30G9492045,Vissen,Vube,2016,133
1FAHP2F85GG535341,Lono,Lonolla,2015,294
1FAHP2F85GG992193,Ward,Dex,2014,47
1FAHP2F85GG430311,Jonda,Vivic,2016,142
1FAHP2F85GG763725,Vissen,Lurano,2015,106
2G1355S30G9388912,Lono,Lonolla,2015,243
1FAHP2F85GG692953,Ward,Roarus,2015,194
1FAHP1F85GG733261,Vissen,Vilta,2016,143
1FAHP2F36GG206175,Vissen,Nath,2015,368
1FAHP2F36GG219411,Dhavy,Devo,2016,180
1FAHP1F85GG818708,Dhavy,Nalibu,2014,446
2G1145S30G9510824,Ward,Roarus,2014,0
1HAS4AKC3GR897038,Lono,Laris,2015,186
2G1145S30G9507121,Dhavy,Robant,2017,496
1FAHP2F36GG776501,Ward,Dex,2017,247
2G1355S30G9956206,Vissen,Nath,2016,454
1FAHP2F36GG894909,Lono,Mirus,2015,419
1FAHP1F85GG214936,Lono,Lamry,2016,214
2G1355S30G9598366,Vissen,Vuke,2018,118
2G1145S30G9510721,BMC,Nukon,2014,244
1HAS4AKC3GR373802,Rodge,Rallenger,2018,188
1FAHP2F85GG803864,Dhavy,Devo,2015,217
2G1145S30G9237121,Dhavy,Robant,2015,123
2G1355S30G9421247,Vissen,Vube,2016,403
1FAHP2F85GG404810,Vissen,Vuke,2015,382
2G1355S30G9971013,Dhavy,Danaro,2015,200
1HAS4AKC3GR999624,Ward,Wocus,2018,140
1HAS4AKC3GR993917,Lono,Lamry,2016,100
1FAHP2F36GG520873,Jonda,Lite,2015,319
2G1145S30G9247231,Dhavy,Robant,2018,200
1HAS4AKC3GR889616,Dhavy,Nalibu,2018,0
2G1145S30G9633190,Lono,Valon,2017,85
2G1355S30G9310038,Lono,Lowlander,2016,199
1FAHP2F36GG782263,Vissen,Vube,2016,358
1FAHP2F36GG601852,Lono,Mirus,2018,417
2G1378S30G9454377,Jonda,Lite,2015,144
2G1378S30G9243990,Dhavy,Robant,2016,278
1GKS2AKC3GR790044,Rodge,Rallenger,2018,13
1FAHP1F85GG934186,Jonda,Cord,2016,392
1GKS2AKC3GR744569,Ward,Wocus,2018,280
2G1355S30G9356802,Dhavy,Robant,2014,17
1FAHP2F85GG313348,Ward,Wocus,2016,60
1FAHP2F85GG798819,Vissen,Vilta,2015,324
1HAS4AKC3GR507653,BMC,Bonvoy,2018,281
1FAHP2F36GG632303,Ward,Lexplor,2014,167
1GKS2AKC3GR240590,Jonda,Milot,2015,467
1GKS2AKC3GR313289,Rodge,Rarge,2014,248
1FAHP1F85GG548562,Vissen,Naxim,2014,308
2G1355S30G9706172,Ward,Wocus,2017,338
1FAHP1F85GG901589,Dhavy,Nalibu,2016,130
1FAHP2F85GG605445,Lono,Mirus,2015,396
1GKS2AKC3GR823528,Lono,Valon,2018,434
1FAHP2F85GG616846,Ward,Wedge,2017,143
1HAS4AKC3GR745874,Lono,Mirus,2017,264
1HAS4AKC3GR910767,Rodge,Rarge,2016,368
1HAS4AKC3GR513834,Vissen,Nath,2017,172
1FAHP2F85GG131403,BMC,Yerrain,2017,43
1FAHP1F85GG458531,Dhavy,Nuze,2017,322
2G1378S30G9694318,Ward,Wedge,2017,60
2G1378S30G9211544,Lono,Laris,2016,238
1FAHP1F85GG628762,Lono,Mirus,2017,131
2G1378S30G9909416,Rodge,Rarge,2014,13
1FAHP2F36GG936770,Vissen,Vuke,2018,113
1HAS4AKC3GR327964,Rodge,Rallenger,2016,224
1FAHP2F36GG766324,Ward,Dex,2018,218
1HAS4AKC3GR645662,Jonda,Milot,2016,407
1FAHP2F85GG821340,Vissen,Lurano,2017,1
2G1355S30G9306216,Dhavy,Robant,2015,131
1GKS2AKC3GR120006,Rodge,Rarge,2015,289
2G1145S30G9226747,BMC,Yerrain,2015,209
2G1145S30G9342145,Vissen,Vilmada,2018,37
1GKS2AKC3GR624639,Dhavy,Danaro,2015,56
2G1145S30G9431637,Lono,Laris,2018,444
2G1378S30G9964210,Lono,Lowlander,2017,479
1FAHP2F36GG353197,Dhavy,Robant,2015,277
1HAS4AKC3GR291495,Ward,Dex,2014,281
2G1355S30G9731992,Lono,Lowlander,2016,364
1HAS4AKC3GR931762,Vissen,Vube,2014,209
2G1355S30G9550714,Lono,Lonolla,2016,383
2G1378S30G9870289,BMC,Nukon,2014,13
1FAHP1F85GG766330,Lono,Lamry,2018,83
2G1355S30G9541531,Lono,Lowlander,2017,102
2G1145S30G9814915,Lono,Valon,2015,477
2G1355S30G9530881,Vissen,Vilta,2018,81
2G1378S30G9724137,Lono,Mirus,2015,118
1HAS4AKC3GR460279,BMC,Nukon,2016,438
2G1145S30G9983086,Rodge,Rarge,2016,264
2G1355S30G9142497,Lono,Mirus,2015,479
2G1378S30G9310318,Dhavy,Nalibu,2016,491
1FAHP2F85GG263677,Lono,Lamry,2016,254
1GKS2AKC3GR772306,Vissen,Nath,2018,2
1HAS4AKC3GR621526,Dhavy,Nalibu,2016,337
2G1355S30G9800336,Lono,Lonolla,2015,3
1FAHP2F85GG603959,Jonda,Cord,2017,442
2G1355S30G9814394,BMC,Yerrain,2015,280
1FAHP2F36GG874672,Dhavy,Nalibu,2015,127
1FAHP2F36GG776236,Dhavy,Nuze,2015,279
1GKS2AKC3GR114499,Lono,Valon,2014,8
1GKS2AKC3GR433873,Ward,Lexplor,2015,59
1FAHP1F85GG818479,Rodge,Murango,2018,422
1HAS4AKC3GR855019,Vissen,Vube,2018,355
1FAHP2F36GG426333,Dhavy,Devo,2018,382
2G1355S30G9455995,BMC,Yerrain,2015,147
1FAHP1F85GG701513,Rodge,Rarge,2017,372
2G1378S30G9883607,Jonda,Milot,2016,14
1FAHP2F36GG189691,Jonda,Cord,2014,126
2G1378S30G9568128,Lono,Valon,2014,420
2G1355S30G9675593,Jonda,Milot,2014,246
2G1145S30G9264558,Rodge,Rallenger,2015,217
2G1145S30G9838365,Ward,Dex,2016,248
2G1145S30G9286197,Dhavy,Robant,2015,350
1FAHP1F85GG564470,Ward,Wocus,2018,185
1HAS4AKC3GR137843,Lono,Lowlander,2018,129
1FAHP1F85GG885507,Lono,Mirus,2014,97
1FAHP2F36GG234943,Lono,Valon,2018,65
2G1145S30G9827942,Rodge,Rallenger,2015,102
2G1355S30G9973053,Ward,Dex,2015,54
1GKS2AKC3GR685903,Jonda,Milot,2018,442
1FAHP2F85GG774409,Lono,Laris,2014,262
2G1355S30G9112704,Vissen,Vuke,2014,309
1GKS2AKC3GR326796,BMC,Bonvoy,2016,459
1FAHP2F85GG480367,Jonda,Lite,2018,26
1FAHP1F85GG484362,Ward,Esca,2018,204
2G1378S30G9138407,Vissen,Vube,2015,28
2G1378S30G9970622,BMC,Nukon,2014,143
1FAHP2F36GG276801,Vissen,Vube,2017,161
2G1378S30G9319538,Lono,Lamry,2014,88
1FAHP1F85GG114460,Vissen,Lurano,2015,175
1FAHP2F36GG638174,Jonda,Milot,2018,438
1HAS4AKC3GR962196,Jonda,Lite,2018,236
1FAHP2F85GG628273,Vissen,Vuke,2014,404
2G1145S30G9477549,Dhavy,Robant,2018,365
2G1378S30G9741478,Rodge,Rallenger,2018,387
2G1378S30G9938502,Vissen,Lurano,2017,326
1GKS2AKC3GR660444,Jonda,Vivic,2014,268
2G1378S30G9720516,Ward,Roarus,2016,226
2G1145S30G9402868,Jonda,Cord,2016,172
2G1355S30G9125348,Jonda,Cord,2015,288
1HAS4AKC3GR492179,Jonda,Milot,2018,113
2G1145S30G9142474,Vissen,Vilmada,2018,378
1GKS2AKC3GR342042,Ward,Dex,2015,494
2G1145S30G9630752,Vissen,Vube,2014,326
1FAHP2F85GG718925,Dhavy,Robant,2017,361
2G1145S30G9637311,Dhavy,Robant,2016,119
1GKS2AKC3GR399167,Lono,Lowlander,2016,169
2G1145S30G9553890,Dhavy,Nuze,2017,385
2G1378S30G9985244,Jonda,Vivic,2018,170
1FAHP1F85GG749658,Ward,Wocus,2016,398
1HAS4AKC3GR290302,Vissen,Vube,2017,105
1FAHP2F85GG467844,Rodge,Rarge,2016,4
1GKS2AKC3GR125068,Jonda,Cord,2015,294
2G1355S30G9880474,Dhavy,Nalibu,2016,380
